Station Name,City,State,Latitude,Longitude,Operator,Usage Type,Connector Type,Power (kW)
Kulappully KSEB EVCS - ChargeMOD,Kulappully,Kerala,10.779746009556462,76.28528085807898,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Kulappully KSEB EVCS - ChargeMOD,Kulappully,Kerala,10.779746009556462,76.28528085807898,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Syndicate Mall and Cinemas,Koppam,Kerala,10.878265919428571,76.1876066172299,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Medi Mall EVCS - ChargeMOD,Pattambi,Kerala,10.801586108398226,76.17840842985345,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Koottanad KSEB EVCS - ChargeMOD,Kootanad,Kerala,10.75829320199584,76.13036645434084,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Koottanad KSEB EVCS - ChargeMOD,Kootanad,Kerala,10.75829320199584,76.13036645434084,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22.0
Koottanad KSEB EVCS - ChargeMOD,Kootanad,Kerala,10.75829320199584,76.13036645434084,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sihla Energy EVCS - ChargeMOD,Changaramkulam,Kerala,10.734551963997376,76.0486466862173,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Kadharkkante Chayakkada - ChargeMOD,Changaramkulam,Kerala,10.732605539222305,76.03743007303854,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Maranchery Bank EVCS - ChargeMOD,Maranchery,Kerala,10.733824066652744,75.97481311884229,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Maranchery Bank EVCS - ChargeMOD,Maranchery,Kerala,10.733824066652744,75.97481311884229,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sihla Energy CV Junction,Ponnanu,Kerala,10.78474624498736,75.94715236357325,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270262589785,75.94715150475236,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270262589785,75.94715150475236,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270262589785,75.94715150475236,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270262589785,75.94715150475236,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Flash Charge EVCS - ChargeMOD,Erumappetti,Kerala,10.68134081925561,76.16966999398119,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Flash Charge EVCS - ChargeMOD,Erumappetti,Kerala,10.68134081925561,76.16966999398119,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
SR Power Hub - ChargeMOD,Wadakkanchery,Kerala,10.644411306533499,76.2366523754647,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
SR Power Hub - ChargeMOD,Wadakkanchery,Kerala,10.644411306533499,76.2366523754647,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
SR Power Hub - ChargeMOD,Wadakkanchery,Kerala,10.644411306533499,76.2366523754647,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Executive EVCS - ChargeMOD,Kechery,Kerala,10.616626586395299,76.12578392344301,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Executive EVCS - ChargeMOD,Kechery,Kerala,10.616626586395299,76.12578392344301,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Core Multicusine Restaurant - ChargeMOD,Killannur,Kerala,10.605823669307213,76.21178763460574,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Plug and Share Charge EVCS - ChargeMOD,Thrissur,Kerala,10.540561786051626,76.21568678106814,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Plug and Share Charge EVCS - ChargeMOD,Thrissur,Kerala,10.540561786051626,76.21568678106814,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.527794705960048,76.20534384591946,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.527794705960048,76.20534384591946,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.527794705960048,76.20534384591946,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.527794705960048,76.20534384591946,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
V8 Car Spa (EVOK) - ChargeMOD,Thrissur,Kerala,10.521332304786895,76.23075684655782,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
V8 Car Spa (EVOK) - ChargeMOD,Thrissur,Kerala,10.521332304786895,76.23075684655782,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Guardian EV Charging Station by Imminent Future - ChargeMOD,Thrissur,Kerala,10.522036160727893,76.22756889930918,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Anchorage AC - ChargeMOD,Mundupalam,Kerala,10.51150300660646,76.2211242647158,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Flash Hub EVCS - ChargeMOD,Thrissur,Kerala,10.504451667440918,76.2253414703747,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Flash Hub EVCS - ChargeMOD,Thrissur,Kerala,10.504451667440918,76.2253414703747,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Flash Hub EVCS - ChargeMOD,Thrissur,Kerala,10.504451667440918,76.2253414703747,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Hotel Bhavan EVCS (EVOK) - ChargeMOD,Engandiyoor,Kerala,10.497688531804059,76.06464225925947,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Surya Hotel (EVOK) - ChargeMOD,Chazhoor,Kerala,10.431569255270972,76.14255951064098,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Surya Hotel (EVOK) - ChargeMOD,Chazhoor,Kerala,10.431569255270972,76.14255951064098,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.401732210974814,76.11933511778938,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.401732210974814,76.11933511778938,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.401732210974814,76.11933511778938,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.401732210974814,76.11933511778938,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22.0
Nattika FIRKA Service Co-Operative Bank - ChargeMOD,Nattika,Kerala,10.402437782624176,76.11263307811237,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Sihla Energy EVCS - ChargeMOD,Karuvannur,Kerala,10.408946582335531,76.21401108727605,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.331423098125157,76.21526077419406,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.331423098125157,76.21526077419406,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.331423098125157,76.21526077419406,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.331423098125157,76.21526077419406,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Changathikoottam EVCS - ChargeMOD,Nenmara,Kerala,10.593403340483874,76.58352519849984,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.597238174568261,76.4798493658505,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.597238174568261,76.4798493658505,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.597238174568261,76.4798493658505,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.597238174568261,76.4798493658505,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Evee Buddy - ChargeMOD,Vadakkencherry,Kerala,10.59195730674837,76.46571176693163,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Evee Buddy - ChargeMOD,Vadakkencherry,Kerala,10.59195730674837,76.46571176693163,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Plugin EVCS - ChargeMOD,Marathakkara,Kerala,10.476826918091618,76.25758184965241,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Plugin EVCS - ChargeMOD,Marathakkara,Kerala,10.476826918091618,76.25758184965241,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Topup Zone EVCS - ChargeMOD,Amballur,Kerala,10.433892384483272,76.26514871789954,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
EV Point EVCS - ChargeMOD,Kodakara,Kerala,10.380660869345945,76.29768618030681,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Korner EVCS - ChargeMOD,Thrissur,Kerala,10.367048481339793,76.31535658210885,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Flash Charge EVCS - ChargeMOD,Chalakudy,Kerala,10.339608926521834,76.32174630594778,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Edassery Samrudhi Hypermarket (EVOK) - ChargeMOD,Chalakudy,Kerala,10.30310177272014,76.33704224327056,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Indian Coffee House (EVOK) - ChargeMOD,Chalakkudy,Kerala,10.28934329936537,76.33706820135649,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Clay House Hotel,Chalakkudy,Kerala,10.285574229385333,76.34237765373388,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Hill View Resort (EVOK) - ChargeMOD,Athirappilly,Kerala,10.286039650950215,76.5585155754053,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Hill View Resort (EVOK) - ChargeMOD,Athirappilly,Kerala,10.286039650950215,76.5585155754053,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EVOK Charging Station - ChargeMOD,Angamaly,Kerala,10.21406147599896,76.37936728862815,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Edassery Blue Bells EVCS - ChargeMOD,Angamaly,Kerala,10.197144124540088,76.38410959459151,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Edassery Blue Bells EVCS - ChargeMOD,Angamaly,Kerala,10.197144124540088,76.38410959459151,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.2
Hotel Elite Palazzo,Angamaly,Kerala,10.189753400173174,76.38664227055722,ChargeMod (IN),Public - Membership Required,CCS (Type 2),50.0
ChargeMOD EVCS Hub,Nedumbassery ,Kerala,10.16955160052332,76.37225560702467,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
ChargeMOD EVCS Hub,Nedumbassery ,Kerala,10.16955160052332,76.37225560702467,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
ChargeMOD EVCS Hub,Nedumbassery ,Kerala,10.16955160052332,76.37225560702467,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
CIAL Terminal 3,Nedumbassery ,Kerala,10.156586379443638,76.39193156471646,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
CIAL Terminal 3,Nedumbassery ,Kerala,10.156586379443638,76.39193156471646,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
CIAL Terminal 1,Nedumbassery ,Kerala,10.156867560906605,76.38897989990119,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
CIAL Terminal 1,Nedumbassery ,Kerala,10.156867560906605,76.38897989990119,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Capgo EVCS - ChargeMOD,Nedumbassery ,Kerala,10.1599144837582,76.38915826754294,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Jippus Galaxy EVCS - ChargeMOD,Nedumbassery ,Kerala,10.161062057476386,76.38563077960612,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25.0
Airsuite Airport Hotel,Nedumbassery ,Kerala,10.159295127176051,76.378522878571,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
North Paravoor KSEB EVCS - ChargeMOD,North Paravoor,Kerala,10.145632978293406,76.25690380565499,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
North Paravoor KSEB EVCS - ChargeMOD,North Paravoor,Kerala,10.145632978293406,76.25690380565499,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
North Paravoor KSEB EVCS - ChargeMOD,North Paravoor,Kerala,10.145632978293406,76.25690380565499,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Dhruv EVCS - ChargeMOD,Kunnukara,Kerala,10.154913045890254,76.28601444774222,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Dhruv EVCS - ChargeMOD,Kunnukara,Kerala,10.154913045890254,76.28601444774222,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sulfex Mattress (EVOK) - ChargeMOD,Choornikkara,Kerala,10.081559652703305,76.33986741548819,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EVM MG Motors Coastline Garage - ChargeMOD,Kochi,Kerala,10.077284480624044,76.3376412345441,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Steelane (EVOK) - ChargeMOD,Kalamassery,Kerala,10.040433868452538,76.33852407332273,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.053770034128178,76.33086763254079,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.053770034128178,76.33086763254079,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.053770034128178,76.33086763254079,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.053770034128178,76.33086763254079,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Rajagiri College EVCS - ChargeMOD,Kalamassery,Kerala,10.052459248046603,76.31465630080953,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Rajagiri College EVCS - ChargeMOD,Kalamassery,Kerala,10.052459248046603,76.31465630080953,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Rajagiri College EVCS - ChargeMOD,Kalamassery,Kerala,10.052459248046603,76.31465630080953,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Flash Charge - ChargeMOD,Edappally,Keral,10.027760860324861,76.31117443905742,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Flash Charge - ChargeMOD,Edappally,Keral,10.027760860324861,76.31117443905742,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.000241036861425,76.29842982467909,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.000241036861425,76.29842982467909,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.000241036861425,76.29842982467909,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.000241036861425,76.29842982467909,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.974192529648036,76.29368170309505,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.974192529648036,76.29368170309505,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.974192529648036,76.29368170309505,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.974192529648036,76.29368170309505,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22.0
Chillax EVCS (EVOK) - ChargeMOD,Thammanam,Kerala,9.985005178404208,76.3160654318624,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Evee Buddy - Memaid EVCS - ChargeMOD,Vyttila,Kerala,9.971684804361004,76.32415963358551,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Broad Bean Hotel (EVOK) - ChargeMOD,Vyttila,Kerala,9.962667763402436,76.31821354245426,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901962801453,76.31922070618452,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901962801453,76.31922070618452,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901962801453,76.31922070618452,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901962801453,76.31922070618452,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
BYD EVM Southcoast Service Centre - ChargeMOD,Maradu,Kerala,9.94813498576815,76.31850175922932,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
EVM La Maison Citroen Kochi - ChargeMOD,Maradu,Kerala,9.940155100929147,76.31841841422022,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EVM La Maison Citroen Kochi - ChargeMOD,Maradu,Kerala,9.940155100929147,76.31841841422022,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
LiON EVCS - ChargeMOD,Maradu,Kerala,9.94222521279606,76.33388510471883,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
LiON EVCS - ChargeMOD,Maradu,Kerala,9.94222521279606,76.33388510471883,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Rajagiri Hospital EVCS - ChargeMOD,Aluva,Kerala,10.088031831505504,76.3890422078266,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Rajagiri Hospital EVCS - ChargeMOD,Aluva,Kerala,10.088031831505504,76.3890422078266,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Rajagiri Hospital EVCS - ChargeMOD,Aluva,Kerala,10.088031831505504,76.3890422078266,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Raos EVCS - ChargeMOD,Thrippunithara,Kerala,9.93254634166027,76.3882939775574,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
PPG Home EVCS - ChargeMOD,Thrippunithara,Kerala,9.932987601606115,76.38873573076705,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
PPG Home EVCS - ChargeMOD,Thrippunithara,Kerala,9.932987601606115,76.38873573076705,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.5
PPG Home EVCS - ChargeMOD,Thrippunithara,Kerala,9.932987601606115,76.38873573076705,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
We Connect EVCS - ChargeMOD,Kakkanad,Kerala,10.001801810427551,76.36151799279622,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Wonderla - Statiq,Pallikkara,Kerala,10.02602207094047,76.3919959661103,Statiq (IN),Public - Membership Required,CCS (Type 2),60.0
Wonderla - Statiq,Pallikkara,Kerala,10.02602207094047,76.3919959661103,Statiq (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Wonderla - Statiq,Pallikkara,Kerala,10.02602207094047,76.3919959661103,Statiq (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Matha DC EVCS - ChargeMOD,Kizhakkambalam,Kerala,10.031936931279205,76.40749252320211,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Matha DC EVCS - ChargeMOD,Kizhakkambalam,Kerala,10.031936931279205,76.40749252320211,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Hotel Oottupura (EVOK) - ChargeMOD,Perumbavoor ,Kerala,10.130170867903814,76.47072020964066,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Renvolt (EVOK) - ChargeMOD,Kothamangalam,Kerala,10.069470074742668,76.60263007017147,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.053980539499676,76.61538420232228,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.053980539499676,76.61538420232228,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.053980539499676,76.61538420232228,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22.0
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.053980539499676,76.61538420232228,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
GATR PowerFin EVCS - ChargeMOD,Muvattupuzha,Kerala,9.979468552526953,76.55067812604801,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
PlugMap EVCS by Evan and Eyan - ChargeMOD,Moovattupuzha,Kerala,9.978862993946649,76.58443995153965,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
PlugMap EVCS by Evan and Eyan - ChargeMOD,Moovattupuzha,Kerala,9.978862993946649,76.58443995153965,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Kabani International (EVOK) - ChargeMOD,Moovattupuzha,Kerala,9.979118267964807,76.58664022612703,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kabani International (EVOK) - ChargeMOD,Moovattupuzha,Kerala,9.979118267964807,76.58664022612703,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Pineapple City EVCS - ChargeMOD,Thodupuzha,Kerala,9.946157359688044,76.6356309994008,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Hotel Woodlands - ChargeMOD,Thodupuzha,Kerala,9.91734069694752,76.68758141119349,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Hotel Woodlands - ChargeMOD,Thodupuzha,Kerala,9.91734069694752,76.68758141119349,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123471651985,76.7085305288831,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123471651985,76.7085305288831,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123471651985,76.7085305288831,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123471651985,76.7085305288831,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EQ EV Nest - ChargeMOD,Karimkunnam,Kerala,9.863113531376897,76.6970905245609,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EQ EV Nest - ChargeMOD,Karimkunnam,Kerala,9.863113531376897,76.6970905245609,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Royal EV Charging - ChargeMOD,Koothattukulam,Keraka,9.856562504416218,76.59656979753362,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Royal EV Charging - ChargeMOD,Koothattukulam,Keraka,9.856562504416218,76.59656979753362,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Royal EV Charging - ChargeMOD,Koothattukulam,Keraka,9.856562504416218,76.59656979753362,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EQ ChargeMate - ChargeMOD,Thalayolaparambu,Kerala,9.798850817452347,76.4598873830646,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EQ ChargeMate - ChargeMOD,Thalayolaparambu,Kerala,9.798850817452347,76.4598873830646,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sihla Energy - ChargeMOD,Kumarakom,Kerala,9.594581375188383,76.42606941926459,ChargeMod (IN),"Private - For Staff, Visitors or Customers",CCS (Type 2),30.0
Sihla Energy - ChargeMOD,Kumarakom,Kerala,9.594581375188383,76.42606941926459,ChargeMod (IN),"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,7.4
BMW EVM Autokraft Service Center - ChargeMOD,Kochuveli,Kerala,8.502329327755106,76.89772557160751,ChargeMod (IN),Public - Membership Required,CCS (Type 2),24.0
ChargeMOD EVCS,Thiruvananthapuram ,Kerala,8.357873853342397,77.07294497953484,ChargeMod (IN),Public - Membership Required,CCS (Type 2),40.0
Emily By JDaniels,Poojappura,Kerala,8.49497477821879,76.97756797546737,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Nuke EVCS - ChargeMOD,Sreekaryam,Kerala,8.548542374667107,76.91829327971476,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Nuke EVCS - ChargeMOD,Sreekaryam,Kerala,8.548542374667107,76.91829327971476,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Electro Zone EV Fast Charging Station - ChargeMOD,Karyavattom,Kerala,8.560820152303819,76.89816463865816,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Akshaya EV Fast Charging Station - ChargeMOD,Kazhakuttom,Kerala,8.565300166377725,76.87444738407987,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Akshaya EV Fast Charging Station - ChargeMOD,Kazhakuttom,Kerala,8.565300166377725,76.87444738407987,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Hybrid Cars Kazkakuttom - ChargeMOD,Kazhakuttom,Kerala,8.552449589361572,76.87447235946559,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222066858,76.85385688839403,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222066858,76.85385688839403,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
