Station_ID,Year,Month,Avg_Daily_Users,Peak_Hour_Users,Avg_Wait_Time_Min,Avg_Charging_Time_Min,Queue_Length,Energy_Delivered_kWh,Utilization_%,Fault_Count,Downtime_Hours,Revenue_INR,Customer_Rating,Sessions,Completed_Sessions,Cancelled_Sessions,Demand_Level
St0056,2023,March,123,43,20,42,6,110577,63.6,1,3,995193,4.3,3567,3462,105,Medium
St0056,2023,April,114,39,17,39,5,87552,61.2,0,0,1225728,4.7,2736,2673,63,Medium
St0056,2023,May,117,40,19,41,5,52650,60.9,0,0,473850,4.6,2925,2903,22,Medium
St0056,2023,June,169,59,21,52,7,109850,78.4,0,0,1537900,4.3,4394,4257,137,Medium
St0056,2023,July,171,59,13,55,6,167580,64.8,4,20,2346120,4.2,4788,4613,175,Medium
St0056,2023,August,124,43,19,50,4,118048,86.6,4,16,1652672,3.6,3472,3357,115,High
St0056,2023,September,210,73,20,55,7,201600,62.1,2,2,2016000,3.8,6300,6219,81,Medium
St0056,2023,October,129,45,20,33,7,127710,82.9,4,12,1915650,4.1,3870,3771,99,High
St0056,2023,November,266,93,10,37,5,231420,52.5,4,20,2314200,4.1,7980,7759,221,Low
St0056,2023,December,179,62,22,50,6,149823,70.1,1,2,1648053,4.7,4833,4695,138,Medium
St0056,2024,January,141,49,13,31,6,122388,58.5,0,0,1223880,4.7,3948,3808,140,Low
St0056,2024,February,272,95,25,31,7,236096,90.0,0,0,2360960,4.7,7616,7382,234,High
St0056,2024,March,208,72,18,45,4,193024,85.8,1,1,1737216,3.9,6032,5809,223,High
St0056,2024,April,269,94,19,44,6,185610,66.2,4,12,2227320,4.0,8070,8007,63,Medium
St0056,2024,May,116,40,21,30,8,75400,67.5,4,4,829400,3.8,2900,2841,59,Medium
St0056,2024,June,223,78,19,30,7,179738,60.4,4,4,1797380,4.1,5798,5722,76,Medium
St0056,2024,July,162,56,11,44,4,97200,55.8,2,8,1069200,4.5,4860,4807,53,Low
St0056,2024,August,252,88,18,51,4,151200,93.4,3,9,1965600,3.9,6048,5946,102,High
St0056,2024,September,203,71,15,51,3,116116,60.4,3,15,1161160,3.7,5278,5222,56,Medium
St0056,2024,October,168,58,16,47,7,100800,77.7,2,2,907200,3.9,4032,3905,127,Medium
St0056,2024,November,213,74,18,33,4,102240,87.8,3,15,1635840,4.0,5112,4944,168,High
St0056,2024,December,182,63,18,35,4,150150,79.8,4,4,2102100,4.3,4550,4456,94,Medium
St0056,2025,January,301,105,13,47,5,137256,64.3,3,12,1647072,4.3,7224,7042,182,Medium
St0056,2025,February,143,50,19,48,4,96096,63.3,4,20,864864,3.7,3432,3369,63,Medium
St0056,2025,March,242,84,21,41,8,127776,93.7,4,8,2044416,3.6,5808,5582,226,High
St0056,2025,April,239,83,21,41,7,220836,80.4,0,0,1987524,3.9,6692,6650,42,High
St0056,2025,May,257,89,25,43,8,153686,90.1,1,3,2458976,3.8,6682,6548,134,High
St0056,2025,June,147,51,19,37,7,128625,84.0,3,15,1414875,3.7,3675,3561,114,High
St0056,2025,July,214,74,21,55,7,160500,79.5,0,0,2247000,4.3,5350,5236,114,Medium
St0056,2025,August,156,54,19,37,4,144768,94.8,0,0,1881984,3.9,4524,4436,88,High
St0056,2025,September,246,86,16,53,5,151536,73.7,2,8,2273040,4.3,6888,6780,108,Medium
St0056,2025,October,232,81,23,44,8,181656,95.6,1,3,2906496,4.6,6728,6561,167,High
St0056,2025,November,335,117,23,46,5,251250,89.0,0,0,3266250,4.6,10050,9995,55,High
St0056,2025,December,331,115,17,30,5,196614,67.4,4,8,2359368,3.9,8937,8580,357,Medium
St0057,2021,January,201,70,16,46,6,122409,56.1,0,0,1101681,4.1,5829,5697,132,Low
St0057,2021,February,193,67,14,40,6,166752,66.6,1,3,1834272,4.3,4632,4563,69,Medium
St0057,2021,March,202,70,11,48,2,156550,49.8,2,4,1408950,4.6,5050,5018,32,Low
St0057,2021,April,197,68,21,51,6,133172,76.5,0,0,1598064,4.1,5122,4948,174,Medium
St0057,2021,May,146,51,15,55,3,69350,79.9,3,15,970900,3.9,3650,3535,115,Medium
St0057,2021,June,138,48,18,35,5,72450,71.8,0,0,796950,4.2,3450,3376,74,Medium
St0057,2021,July,174,60,13,34,6,140244,61.3,2,4,1402440,4.3,4524,4409,115,Medium
St0057,2021,August,162,56,16,30,6,133650,57.3,0,0,1202850,4.9,4050,4003,47,Low
St0057,2021,September,133,46,19,36,6,96425,80.0,3,12,867825,4.2,3325,3230,95,Medium
St0057,2021,October,238,83,16,54,6,119000,63.2,1,1,1428000,4.7,5950,5879,71,Medium
St0057,2021,November,137,47,15,39,6,79460,62.8,3,3,715140,4.5,3973,3903,70,Medium
St0057,2021,December,128,44,11,34,3,138240,55.1,2,4,1797120,4.4,3840,3712,128,Low
St0057,2022,January,231,80,10,53,4,138600,51.2,4,4,1524600,4.6,5775,5621,154,Low
St0057,2022,February,242,84,11,31,4,114950,54.0,3,12,1149500,4.0,6050,5984,66,Low
St0057,2022,March,227,79,13,30,4,184324,57.5,3,3,2396212,4.4,6583,6337,246,Low
St0057,2022,April,187,65,19,33,4,178959,56.1,1,3,1610631,4.5,5423,5226,197,Low
St0057,2022,May,191,66,19,42,6,89388,56.4,4,12,1340820,4.1,4966,4831,135,Low
St0057,2022,June,222,77,20,42,6,173160,83.8,1,1,2251080,4.3,6660,6615,45,High
St0057,2022,July,225,78,13,33,5,140625,62.1,2,2,1265625,4.3,5625,5466,159,Medium
St0057,2022,August,140,49,18,48,7,127400,82.6,3,9,1656200,4.2,3640,3505,135,High
St0057,2022,September,144,50,17,43,6,82800,72.2,0,0,993600,3.8,3600,3529,71,Medium
St0057,2022,October,248,86,16,44,4,193440,65.8,0,0,1934400,3.8,7440,7298,142,Medium
St0057,2022,November,265,92,18,46,4,164565,78.1,1,1,1974780,4.6,7155,7051,104,Medium
St0057,2022,December,165,57,14,53,6,134640,53.3,1,1,2019600,4.1,3960,3910,50,Low
St0057,2023,January,186,65,18,30,6,89280,79.4,2,4,1339200,3.8,4464,4423,41,Medium
St0057,2023,February,145,50,17,36,6,76125,83.2,0,0,837375,4.2,3625,3509,116,High
St0057,2023,March,221,77,17,48,6,119340,85.2,4,4,1193400,4.3,6630,6392,238,High
St0057,2023,April,166,58,12,35,5,147906,64.7,2,4,1922778,4.7,4482,4435,47,Medium
St0057,2023,May,160,56,19,40,4,103040,81.2,1,2,927360,4.6,4480,4307,173,High
St0057,2023,June,220,77,19,30,5,131560,71.5,3,6,1841840,4.6,5720,5634,86,Medium
St0057,2023,July,192,67,24,46,6,124800,86.6,4,20,1872000,4.3,4800,4758,42,High
St0057,2023,August,247,86,22,52,8,179816,85.1,1,5,1977976,3.9,6422,6250,172,High
St0057,2023,September,286,100,15,40,4,283140,66.3,1,1,4247100,4.2,8580,8413,167,Medium
St0057,2023,October,231,80,16,52,7,130977,66.7,2,6,1178793,4.2,6237,6170,67,Medium
St0057,2023,November,236,82,12,43,3,141128,64.1,1,3,1552408,4.8,6136,5920,216,Medium
St0057,2023,December,240,84,18,54,4,155520,62.6,2,2,1866240,4.4,5760,5542,218,Medium
St0057,2024,January,176,61,20,42,6,183744,62.6,4,12,2756160,3.7,5104,4961,143,Medium
St0057,2024,February,193,67,23,54,7,182385,91.4,0,0,2006235,4.5,5211,5136,75,High
St0057,2024,March,279,97,20,51,7,150660,84.6,2,10,2259900,4.4,7533,7243,290,High
St0057,2024,April,164,57,15,30,3,152192,62.1,1,4,1369728,4.0,4756,4596,160,Medium
St0057,2024,May,346,121,20,34,5,232512,62.8,0,0,3022656,4.1,9688,9468,220,Medium
St0057,2024,June,267,93,19,43,7,185832,71.1,4,12,2044152,3.7,6408,6188,220,Medium
St0057,2024,July,266,93,17,33,7,269990,68.0,3,3,2429910,3.9,7714,7487,227,Medium
St0057,2024,August,160,56,20,45,7,102080,90.0,2,6,1429120,3.7,4640,4498,142,High
St0057,2024,September,246,86,21,32,6,123000,79.5,1,3,1353000,4.0,6150,6114,36,Medium
St0057,2024,October,383,134,17,46,5,275760,60.6,2,10,3309120,4.4,9192,9126,66,Medium
St0057,2024,November,349,122,22,51,8,303630,71.8,0,0,4858080,4.6,10470,10328,142,Medium
St0057,2024,December,224,78,12,43,4,151424,55.2,1,5,2271360,3.9,5824,5605,219,Low
St0057,2025,January,261,91,19,43,6,225504,96.5,1,5,3608064,4.2,7047,6972,75,High
St0057,2025,February,231,80,25,47,6,121275,95.1,3,6,1819125,4.1,5775,5697,78,High
St0057,2025,March,373,130,23,41,6,302130,76.1,0,0,3323430,4.3,11190,10955,235,Medium
St0057,2025,April,376,131,13,32,5,218080,65.5,4,4,3053120,4.1,10904,10649,255,Medium
St0057,2025,May,172,60,18,35,6,107328,82.0,2,2,1717248,4.4,4472,4342,130,High
St0057,2025,June,205,71,16,55,4,214020,63.4,4,16,2568240,3.8,5945,5839,106,Medium
St0057,2025,July,276,96,16,48,6,216384,79.1,0,0,2163840,4.4,7728,7682,46,Medium
St0057,2025,August,353,123,16,39,7,330408,76.0,1,3,3634488,4.2,9178,9001,177,Medium
St0057,2025,September,257,89,23,51,7,186325,78.2,1,3,2608550,3.9,7453,7368,85,Medium
St0057,2025,October,387,135,23,48,5,383130,86.3,0,0,4597560,4.0,11610,11384,226,High
St0057,2025,November,368,128,16,51,5,220800,66.5,4,4,2870400,4.5,11040,10930,110,Medium
St0057,2025,December,296,103,25,45,9,191808,90.6,4,8,2493504,4.3,7104,7050,54,High
St0058,2021,January,92,32,17,36,7,52440,76.8,4,4,576840,3.7,2760,2732,28,Medium
St0058,2021,February,56,19,13,53,6,38976,55.5,1,5,428736,4.1,1344,1332,12,Low
St0058,2021,March,72,25,18,33,4,73440,55.0,4,8,660960,3.9,2160,2134,26,Low
St0058,2021,April,95,33,16,47,5,76950,45.9,3,12,692550,3.9,2565,2486,79,Low
St0058,2021,May,85,29,17,47,7,80920,63.8,2,6,1294720,4.4,2380,2318,62,Medium
St0058,2021,June,50,17,18,44,5,49300,75.1,0,0,493000,4.0,1450,1431,19,Medium
St0058,2021,July,44,15,12,41,5,44352,49.9,0,0,620928,4.4,1232,1223,9,Low
St0058,2021,August,92,32,15,43,3,75072,77.8,2,10,750720,4.5,2208,2147,61,Medium
St0058,2021,September,51,17,17,54,7,34272,61.9,2,10,479808,4.0,1428,1370,58,Medium
St0058,2021,October,77,26,16,49,5,33264,72.7,4,16,365904,3.9,1848,1792,56,Medium
St0058,2021,November,48,16,18,54,6,40176,75.5,3,15,401760,3.8,1296,1284,12,Medium
St0058,2021,December,95,33,14,32,4,46930,72.2,3,3,469300,3.6,2470,2377,93,Medium
St0058,2022,January,88,30,19,51,5,87120,76.0,0,0,1306800,4.3,2640,2580,60,Medium
St0058,2022,February,107,37,18,53,4,68266,63.6,2,10,750926,4.5,3103,3045,58,Medium
St0058,2022,March,79,27,17,48,4,49375,64.1,0,0,641875,4.3,1975,1928,47,Medium
St0058,2022,April,91,31,19,39,7,68614,76.1,0,0,686140,4.7,2366,2283,83,Medium
St0058,2022,May,104,36,21,32,6,66352,87.3,2,4,796224,4.3,3016,2957,59,High
St0058,2022,June,56,19,19,45,5,34944,61.5,1,4,454272,3.9,1344,1311,33,Medium
St0058,2022,July,76,26,16,37,4,62700,66.3,3,15,689700,4.3,1900,1835,65,Medium
St0058,2022,August,105,36,14,43,3,56700,55.9,1,3,793800,3.8,2835,2810,25,Low
St0058,2022,September,84,29,22,37,6,42336,82.0,3,12,550368,3.7,2352,2288,64,High
St0058,2022,October,117,40,16,48,5,91260,55.4,1,4,1460160,4.3,3510,3488,22,Low
St0058,2022,November,86,30,21,31,7,47472,76.0,4,4,522192,4.3,2064,2043,21,Medium
St0058,2022,December,96,33,18,44,5,66240,81.4,0,0,794880,3.9,2880,2791,89,High
St0058,2023,January,125,43,17,45,6,108000,87.1,2,2,1080000,4.5,3000,2940,60,High
St0058,2023,February,120,42,24,37,8,103680,82.4,0,0,1036800,3.8,2880,2776,104,High
St0058,2023,March,132,46,16,31,4,91080,51.1,0,0,1184040,4.7,3960,3822,138,Low
St0058,2023,April,57,19,23,53,6,42750,89.3,2,10,384750,4.1,1710,1675,35,High
St0058,2023,May,95,33,17,35,7,84645,53.9,3,3,1015740,4.1,2565,2519,46,Low
St0058,2023,June,100,35,21,35,8,93000,83.1,3,3,930000,3.9,3000,2889,111,High
St0058,2023,July,128,44,14,31,5,138240,59.4,0,0,1520640,4.2,3840,3713,127,Low
St0058,2023,August,92,32,17,44,4,78936,70.1,3,6,1184040,4.2,2392,2350,42,Medium
St0058,2023,September,121,42,19,34,4,91234,84.8,3,3,1459744,4.0,3146,3081,65,High
St0058,2023,October,126,44,16,41,4,74088,62.6,2,4,740880,4.4,3528,3496,32,Medium
St0058,2023,November,133,46,21,55,8,67032,89.8,4,8,1005480,4.2,3724,3625,99,High
St0058,2023,December,95,33,21,49,5,78375,82.8,2,4,705375,4.0,2375,2342,33,High
St0058,2024,January,124,43,22,35,8,61256,82.2,1,4,980096,3.8,3224,3203,21,High
St0058,2024,February,112,39,18,43,4,63504,57.9,2,4,952560,4.1,3024,2954,70,Low
St0058,2024,March,102,35,17,46,6,65688,72.7,3,15,656880,3.9,2856,2792,64,Medium
St0058,2024,April,151,52,23,42,6,137410,85.9,1,5,1511510,3.9,3926,3796,130,High
St0058,2024,May,86,30,23,49,5,55728,91.4,0,0,613008,4.6,2322,2266,56,High
St0058,2024,June,83,29,18,33,6,41500,61.4,4,12,498000,4.0,2075,1995,80,Medium
St0058,2024,July,82,28,13,35,4,66420,55.6,2,2,863460,4.0,2460,2396,64,Low
St0058,2024,August,86,30,17,48,5,79808,59.1,3,9,1197120,4.1,2494,2410,84,Low
St0058,2024,September,91,31,17,32,6,76440,58.5,0,0,993720,4.0,2184,2102,82,Low
St0058,2024,October,145,50,20,50,6,90045,83.5,2,4,990495,4.2,3915,3888,27,High
St0058,2024,November,120,42,17,48,5,86400,82.2,0,0,1123200,4.0,2880,2821,59,High
St0058,2024,December,142,49,21,54,6,61344,72.2,2,2,736128,4.1,3408,3350,58,Medium
St0058,2025,January,120,42,15,52,3,106920,68.1,4,4,1069200,4.4,3240,3134,106,Medium
St0058,2025,February,163,57,21,30,5,138550,86.4,3,12,1385500,4.1,4075,3952,123,High
St0058,2025,March,136,47,20,51,8,81600,91.5,2,4,816000,4.2,4080,3979,101,High
St0058,2025,April,144,50,20,41,5,100800,63.8,0,0,1612800,4.7,3600,3546,54,Medium
St0058,2025,May,171,59,12,46,4,129276,57.8,0,0,1551312,4.3,4617,4575,42,Low
St0058,2025,June,113,39,17,46,7,75371,81.3,4,20,753710,4.4,3277,3219,58,High
St0058,2025,July,105,36,20,33,7,73500,63.4,2,2,882000,3.9,2940,2877,63,Medium
St0058,2025,August,141,49,24,31,8,148050,88.5,4,12,1628550,4.4,4230,4160,70,High
St0058,2025,September,171,59,19,50,6,133893,85.0,4,16,1338930,3.9,4959,4771,188,High
St0058,2025,October,180,62,20,50,7,120960,73.4,3,15,1935360,3.6,5040,4839,201,Medium
St0058,2025,November,188,65,20,38,7,177660,69.3,1,1,2842560,4.0,5076,4919,157,Medium
St0058,2025,December,100,35,22,55,8,88400,72.0,0,0,884000,4.7,2600,2520,80,Medium
St0059,2021,January,150,52,14,35,3,120000,73.0,3,6,1080000,4.0,3750,3640,110,Medium
St0059,2021,February,111,38,18,34,4,112665,51.2,4,4,1577310,3.7,3219,3112,107,Low
St0059,2021,March,115,40,16,33,7,105570,46.2,2,2,1583550,4.1,3105,3058,47,Low
St0059,2021,April,86,30,15,53,6,69660,65.7,4,12,905580,3.5,2322,2294,28,Medium
St0059,2021,May,124,43,19,33,5,106392,65.4,0,0,1276704,4.0,3224,3139,85,Medium
St0059,2021,June,104,36,17,46,5,81536,57.4,3,3,1059968,4.1,2912,2844,68,Low
St0059,2021,July,192,67,17,54,7,138240,56.2,2,4,1244160,4.1,5760,5571,189,Low
St0059,2021,August,171,59,15,39,5,137826,69.6,2,2,1378260,4.5,4446,4313,133,Medium
St0059,2021,September,137,47,22,37,8,108504,82.1,3,6,1736064,4.3,3288,3267,21,High
St0059,2021,October,160,56,24,30,9,129600,82.6,1,4,1944000,3.8,4320,4184,136,High
St0059,2021,November,153,53,15,31,6,123930,57.4,2,4,1487160,3.7,4590,4434,156,Low
St0059,2021,December,154,53,18,40,5,103950,71.2,0,0,1039500,4.6,4158,4114,44,Medium
St0059,2022,January,229,80,20,41,8,172666,86.0,1,2,1899326,3.8,5954,5850,104,High
St0059,2022,February,222,77,19,41,5,126984,64.2,2,6,1650792,4.3,5772,5685,87,Medium
St0059,2022,March,214,74,20,49,6,123264,79.2,2,6,1725696,4.4,5136,5069,67,Medium
St0059,2022,April,108,37,11,55,2,54432,59.7,2,2,598752,4.5,2592,2503,89,Low
St0059,2022,May,192,67,11,38,3,104832,56.1,0,0,1257984,4.0,4992,4875,117,Low
St0059,2022,June,216,75,20,41,8,102600,82.7,3,12,1333800,3.8,5400,5263,137,High
St0059,2022,July,191,66,12,37,4,162350,51.2,1,2,1785850,3.8,4775,4585,190,Low
St0059,2022,August,218,76,18,33,5,215820,87.9,0,0,2589840,4.5,6540,6426,114,High
St0059,2022,September,152,53,18,55,7,96976,64.6,3,9,1454640,4.1,4408,4334,74,Medium
St0059,2022,October,166,58,21,41,5,145250,75.2,3,6,2178750,3.6,4150,4111,39,Medium
St0059,2022,November,200,70,14,40,5,124800,64.3,1,2,1123200,4.4,4800,4747,53,Medium
St0059,2022,December,268,93,18,40,6,146328,70.3,0,0,2194920,4.2,6968,6710,258,Medium
St0059,2023,January,201,70,14,51,4,104520,57.2,1,1,1045200,4.0,5226,5041,185,Low
St0059,2023,February,174,60,19,41,5,91872,66.4,2,10,826848,3.8,4176,4154,22,Medium
St0059,2023,March,200,70,20,38,8,162400,81.2,0,0,1786400,4.4,5600,5413,187,High
St0059,2023,April,195,68,23,43,6,101400,84.2,3,3,1622400,3.7,5070,4897,173,High
St0059,2023,May,228,79,15,51,5,123120,57.7,4,20,1108080,4.2,6840,6721,119,Low
St0059,2023,June,232,81,15,30,4,110200,73.5,2,4,1212200,3.7,5800,5706,94,Medium
St0059,2023,July,238,83,18,49,4,160650,70.3,0,0,2570400,4.3,6426,6299,127,Medium
St0059,2023,August,237,82,17,30,6,147177,72.2,2,10,2354832,4.6,6399,6315,84,Medium
St0059,2023,September,222,77,16,48,7,198912,61.2,0,0,1790208,4.0,6216,6006,210,Medium
St0059,2023,October,325,113,22,44,7,263900,90.4,0,0,3694600,4.0,9425,9269,156,High
St0059,2023,November,212,74,24,30,9,154548,82.8,2,4,1700028,4.4,5724,5658,66,High
St0059,2023,December,239,83,20,32,5,223704,89.5,4,20,3131856,3.7,6214,6157,57,High
St0059,2024,January,244,85,19,44,5,170800,56.2,0,0,2220400,4.7,6832,6796,36,Low
St0059,2024,February,169,59,13,50,4,161733,64.8,4,8,2264262,4.5,4901,4737,164,Medium
St0059,2024,March,222,77,13,47,3,179820,61.5,2,10,2877120,3.6,5994,5879,115,Medium
St0059,2024,April,322,112,22,46,8,317492,71.6,1,4,4444888,4.6,9338,9249,89,Medium
St0059,2024,May,307,107,19,53,5,199550,84.3,3,6,2594150,4.5,7675,7570,105,High
St0059,2024,June,169,59,18,34,7,109512,93.4,4,8,1642680,3.8,4563,4393,170,High
St0059,2024,July,308,107,24,46,6,238700,90.0,4,8,3341800,4.6,7700,7481,219,High
St0059,2024,August,148,51,18,45,5,107300,80.2,1,2,1502200,4.3,3700,3583,117,High
St0059,2024,September,174,60,20,38,6,121104,87.2,0,0,1211040,4.3,4176,4088,88,High
St0059,2024,October,301,105,21,30,7,316050,68.7,3,6,2844450,4.6,9030,8887,143,Medium
St0059,2024,November,210,73,21,40,6,109200,90.1,1,1,1638000,3.9,5460,5273,187,High
St0059,2024,December,221,77,17,46,7,182325,61.6,1,5,2734875,4.7,5525,5391,134,Medium
St0059,2025,January,342,119,23,38,6,297540,89.7,4,12,2677860,3.9,9918,9599,319,High
St0059,2025,February,346,121,15,34,4,373680,69.1,2,8,3736800,3.9,10380,10088,292,Medium
St0059,2025,March,304,106,23,43,8,182400,83.9,4,4,2736000,3.8,7296,7069,227,High
St0059,2025,April,380,133,21,45,5,291840,86.3,3,12,4085760,4.0,9120,8862,258,High
St0059,2025,May,223,78,18,35,4,189550,85.2,4,12,2653700,4.0,5575,5440,135,High
St0059,2025,June,163,57,15,46,6,132356,70.4,2,4,1852984,4.7,4727,4669,58,Medium
St0059,2025,July,252,88,19,44,6,117936,79.6,4,8,1769040,4.4,6552,6403,149,Medium
St0059,2025,August,214,74,15,32,5,202230,76.3,4,20,1820070,4.0,5778,5685,93,Medium
St0059,2025,September,242,84,24,48,9,203280,93.3,3,15,3049200,4.2,6776,6656,120,High
St0059,2025,October,436,152,21,51,7,305200,96.5,4,20,4578000,4.1,10900,10585,315,High
St0059,2025,November,411,143,15,47,3,226461,72.9,0,0,2264610,4.3,11919,11704,215,Medium
St0059,2025,December,275,96,20,34,5,222750,95.3,1,4,2895750,3.7,8250,8040,210,High
St0060,2021,January,143,50,22,48,6,78936,75.9,1,1,1262976,4.4,3432,3309,123,Medium
St0060,2021,February,198,69,14,35,4,123552,68.5,2,10,1853280,4.2,5148,5005,143,Medium
St0060,2021,March,95,33,13,30,3,71630,65.8,0,0,1146080,4.7,2470,2412,58,Medium
St0060,2021,April,210,73,17,55,6,214200,66.0,4,12,2356200,4.5,6300,6094,206,Medium
St0060,2021,May,174,60,24,54,6,140244,82.8,1,4,1823172,4.4,4524,4476,48,High
St0060,2021,June,136,47,10,43,5,81600,47.0,1,5,816000,4.7,4080,3973,107,Low
St0060,2021,July,174,60,15,52,6,117450,62.2,1,1,1291950,4.6,4698,4588,110,Medium
St0060,2021,August,181,63,21,50,6,78192,79.6,0,0,1016496,4.8,4344,4258,86,Medium
St0060,2021,September,157,54,15,37,3,76302,50.0,2,10,839322,4.6,4239,4134,105,Low
St0060,2021,October,231,80,13,48,5,187572,64.3,2,10,1875720,4.3,6468,6250,218,Medium
St0060,2021,November,134,46,12,36,6,112560,63.6,4,16,1125600,4.3,3216,3173,43,Medium
St0060,2021,December,125,43,16,48,5,82500,81.8,1,2,1320000,4.6,3750,3723,27,High
St0060,2022,January,261,91,21,32,7,237510,76.0,0,0,2850120,4.1,6786,6522,264,Medium
St0060,2022,February,174,60,21,47,8,108576,69.0,4,16,1411488,3.6,4176,4103,73,Medium
St0060,2022,March,143,50,21,44,8,78650,74.2,2,2,786500,4.3,3575,3542,33,Medium
St0060,2022,April,176,61,14,47,4,151008,54.0,0,0,2114112,4.2,4576,4525,51,Low
St0060,2022,May,263,92,15,42,5,208296,53.3,2,8,3332736,3.7,6312,6176,136,Low
St0060,2022,June,129,45,22,53,6,86688,82.3,0,0,1126944,4.5,3096,2977,119,High
St0060,2022,July,192,67,15,45,3,178176,74.2,2,8,2494464,4.7,5568,5380,188,Medium
St0060,2022,August,226,79,17,48,6,210180,67.7,3,9,2311980,4.3,6780,6705,75,Medium
St0060,2022,September,199,69,24,50,9,191040,82.9,1,5,2101440,4.0,5970,5791,179,High
St0060,2022,October,194,67,20,36,8,146276,83.1,0,0,1462760,4.0,5626,5562,64,High
St0060,2022,November,188,65,21,48,5,89300,84.5,4,12,1250200,4.2,4700,4535,165,High
St0060,2022,December,182,63,17,30,4,122850,69.7,0,0,1105650,4.2,4550,4494,56,Medium
St0060,2023,January,272,95,16,46,7,136000,72.4,3,3,2176000,4.5,6800,6763,37,Medium
St0060,2023,February,174,60,24,30,8,156600,82.4,0,0,1879200,4.2,5220,5019,201,High
St0060,2023,March,232,81,16,54,7,194184,77.0,0,0,1941840,4.6,6264,6023,241,Medium
St0060,2023,April,211,73,20,45,7,122380,67.5,4,4,1346180,3.9,6119,6031,88,Medium
St0060,2023,May,154,53,25,49,6,83160,90.4,1,2,831600,4.1,4620,4493,127,High
St0060,2023,June,170,59,14,46,6,152830,74.9,4,20,2445280,4.4,4930,4735,195,Medium
St0060,2023,July,238,83,11,41,4,185640,59.8,4,4,2413320,3.9,7140,6861,279,Low
St0060,2023,August,231,80,17,32,4,199584,62.7,3,3,2993760,3.8,6237,6047,190,Medium
St0060,2023,September,272,95,19,47,5,195840,66.9,1,4,2937600,4.4,8160,7938,222,Medium
St0060,2023,October,172,60,21,36,5,185760,83.4,3,3,1671840,4.3,5160,5011,149,High
St0060,2023,November,267,93,11,49,5,240300,52.7,2,2,2883600,4.5,6675,6451,224,Low
St0060,2023,December,186,65,10,41,3,164424,52.8,2,6,2301936,4.4,4836,4752,84,Low
St0060,2024,January,339,118,19,32,7,290862,78.7,3,15,3781206,4.4,8814,8507,307,Medium
St0060,2024,February,231,80,23,40,7,131670,86.9,0,0,1711710,3.9,6930,6872,58,High
St0060,2024,March,376,131,18,32,6,335016,88.3,3,15,3685176,4.4,10152,9851,301,High
St0060,2024,April,297,103,20,50,5,180873,89.8,2,10,2351349,4.7,8613,8283,330,High
St0060,2024,May,187,65,14,48,6,151844,73.4,3,12,1822128,4.4,5423,5213,210,Medium
St0060,2024,June,340,118,15,50,6,187000,60.5,3,12,2244000,4.0,8500,8369,131,Medium
St0060,2024,July,260,91,17,30,6,175500,67.9,3,3,1579500,4.5,6500,6457,43,Medium
St0060,2024,August,348,121,21,30,8,198360,78.6,4,12,2975400,4.0,10440,10386,54,Medium
St0060,2024,September,204,71,12,30,4,97920,62.8,0,0,979200,4.4,4896,4835,61,Medium
St0060,2024,October,201,70,18,43,5,115776,89.4,1,2,1852416,3.8,4824,4670,154,High
St0060,2024,November,415,145,21,35,7,249000,86.1,4,8,3735000,3.5,12450,12263,187,High
St0060,2024,December,254,88,21,48,5,152400,65.2,4,16,2286000,4.0,6350,6295,55,Medium
St0060,2025,January,315,110,16,47,4,210105,64.3,0,0,2101050,4.4,9135,8843,292,Medium
St0060,2025,February,380,133,22,47,8,319200,76.9,0,0,4788000,4.4,10640,10541,99,Medium
St0060,2025,March,221,77,23,35,6,224315,84.1,2,10,2691780,4.5,6409,6222,187,High
St0060,2025,April,218,76,19,52,6,147150,60.8,3,6,1618650,4.6,5886,5704,182,Medium
St0060,2025,May,322,112,14,43,4,251160,74.4,4,16,2762760,4.0,8372,8180,192,Medium
St0060,2025,June,256,89,20,50,5,145152,78.8,2,6,1451520,4.2,6912,6679,233,Medium
St0060,2025,July,331,115,21,54,7,190325,94.7,3,15,2093575,3.7,8275,8140,135,High
St0060,2025,August,194,67,11,48,2,104760,58.3,4,8,1466640,3.9,5820,5772,48,Low
St0060,2025,September,188,65,12,36,5,125396,59.7,3,15,1128564,4.1,5452,5407,45,Low
St0060,2025,October,371,129,19,39,6,332416,80.9,3,9,3324160,4.0,10388,10168,220,High
St0060,2025,November,424,148,15,30,5,305280,65.7,3,9,4579200,4.2,10176,10099,77,Medium
St0060,2025,December,364,127,26,40,8,189280,91.5,1,1,2839200,4.2,9464,9173,291,High
St0061,2021,January,181,63,13,44,5,195480,54.2,2,2,3127680,4.5,5430,5306,124,Low
St0061,2021,February,184,64,16,51,6,112056,78.8,2,2,1008504,4.7,5336,5265,71,Medium
St0061,2021,March,129,45,19,35,7,71079,60.2,4,16,1066185,3.7,3741,3697,44,Medium
St0061,2021,April,188,65,18,53,7,127088,75.6,1,5,1270880,4.0,4888,4785,103,Medium
St0061,2021,May,217,75,15,43,6,212660,54.0,2,2,3189900,4.6,6076,5990,86,Low
St0061,2021,June,176,61,13,37,5,172480,59.7,4,20,1897280,3.6,4928,4836,92,Low
St0061,2021,July,118,41,21,32,7,73750,75.7,0,0,737500,4.4,2950,2852,98,Medium
St0061,2021,August,108,37,18,39,6,81000,56.8,3,3,1053000,3.7,2700,2645,55,Low
