Year,Month,Month_No,State,City,2W,3W,4W,Bus,Goods,Total_EV
2023,September,9,Kerala,Thrissur,1840,345,258,23,103,2569
2023,September,9,Kerala,Kollam,1720,322,241,21,96,2400
2023,September,9,Rajasthan,Jaipur,1825,342,256,22,102,2547
2023,September,9,Rajasthan,Jodhpur,1342,251,188,16,75,1872
2023,September,9,Rajasthan,Udaipur,1774,332,249,22,99,2476
2023,September,9,Rajasthan,Kota,1676,314,235,20,94,2339
2023,September,9,Rajasthan,Ajmer,1725,323,242,21,97,2408
2023,September,9,West Bengal,Kolkata,1332,249,187,16,74,1858
2023,September,9,West Bengal,Howrah,1292,242,181,16,72,1803
2023,September,9,West Bengal,Siliguri,1587,297,223,19,89,2215
2023,September,9,West Bengal,Durgapur,1777,333,249,22,99,2480
2023,September,9,West Bengal,Asansol,1482,278,208,18,83,2069
2023,September,9,Andhra Pradesh,Visakhapatnam,1520,285,213,19,85,2122
2023,September,9,Andhra Pradesh,Vijayawada,1671,313,235,20,94,2333
2023,September,9,Andhra Pradesh,Guntur,1627,305,228,20,91,2271
2023,September,9,Andhra Pradesh,Tirupati,1843,345,259,23,103,2573
2023,September,9,Andhra Pradesh,Kurnool,1412,264,198,17,79,1970
2023,September,9,Madhya Pradesh,Bhopal,1597,299,224,19,89,2228
2023,September,9,Madhya Pradesh,Indore,1533,287,215,19,86,2140
2023,September,9,Madhya Pradesh,Jabalpur,1635,306,229,20,91,2281
2023,September,9,Madhya Pradesh,Gwalior,1569,294,220,19,88,2190
2023,September,9,Madhya Pradesh,Ujjain,1482,278,208,18,83,2069
2023,September,9,Punjab,Ludhiana,1843,345,259,23,103,2573
2023,September,9,Punjab,Amritsar,1467,275,206,18,82,2048
2023,September,9,Punjab,Jalandhar,1546,289,217,19,86,2157
2023,September,9,Punjab,Patiala,1505,282,211,18,84,2100
2023,September,9,Punjab,Bathinda,1676,314,235,20,94,2339
2023,September,9,Bihar,Patna,1294,242,182,16,72,1806
2023,September,9,Bihar,Gaya,1439,269,202,17,80,2007
2023,September,9,Bihar,Muzaffarpur,1560,292,219,19,87,2177
2023,September,9,Bihar,Bhagalpur,1321,247,185,16,74,1843
2023,September,9,Bihar,Purnia,1876,351,263,23,105,2618
2023,September,9,Odisha,Bhubaneswar,1734,325,243,21,97,2420
2023,September,9,Odisha,Cuttack,1471,275,206,18,82,2052
2023,September,9,Odisha,Rourkela,1549,290,217,19,87,2162
2023,September,9,Odisha,Sambalpur,1458,273,205,18,82,2036
2023,September,9,Odisha,Berhampur,1298,243,182,16,73,1812
2023,September,9,Assam,Guwahati,1896,355,266,23,106,2646
2023,September,9,Assam,Silchar,1523,285,214,19,85,2126
2023,September,9,Assam,Dibrugarh,1716,321,241,21,96,2395
2023,September,9,Assam,Jorhat,1815,340,255,22,102,2534
2023,September,9,Assam,Nagaon,1722,323,242,21,96,2404
2023,October,10,Maharashtra,Mumbai,2917,546,410,36,164,4073
2023,October,10,Maharashtra,Pune,3737,700,525,46,210,5218
2023,October,10,Maharashtra,Nagpur,4060,761,571,50,228,5670
2023,October,10,Maharashtra,Nashik,3696,693,519,46,207,5161
2023,October,10,Maharashtra,Aurangabad,3979,746,559,49,223,5556
2023,October,10,Karnataka,Bengaluru,3153,591,443,39,177,4403
2023,October,10,Karnataka,Mysuru,2920,547,410,36,164,4077
2023,October,10,Karnataka,Hubballi,3672,688,516,45,206,5127
2023,October,10,Karnataka,Mangaluru,3044,570,428,38,171,4251
2023,October,10,Karnataka,Belagavi,3253,609,457,40,182,4541
2023,October,10,Tamil Nadu,Chennai,2930,549,412,36,164,4091
2023,October,10,Tamil Nadu,Coimbatore,2993,561,421,37,168,4180
2023,October,10,Tamil Nadu,Madurai,3097,580,435,38,174,4324
2023,October,10,Tamil Nadu,Salem,3512,658,493,43,197,4903
2023,October,10,Tamil Nadu,Tiruchirappalli,3951,740,555,49,222,5517
2023,October,10,Telangana,Hyderabad,2229,418,313,27,125,3112
2023,October,10,Telangana,Warangal,1996,374,280,24,112,2786
2023,October,10,Telangana,Karimnagar,1707,320,240,21,96,2384
2023,October,10,Telangana,Nizamabad,1598,299,224,19,89,2229
2023,October,10,Telangana,Khammam,2095,392,294,26,117,2924
2023,October,10,Gujarat,Ahmedabad,2036,381,286,25,114,2842
2023,October,10,Gujarat,Surat,1991,373,280,24,112,2780
2023,October,10,Gujarat,Vadodara,2005,376,282,25,112,2800
2023,October,10,Gujarat,Rajkot,1565,293,220,19,88,2185
2023,October,10,Gujarat,Bhavnagar,1723,323,242,21,96,2405
2023,October,10,Uttar Pradesh,Lucknow,2924,548,411,36,164,4083
2023,October,10,Uttar Pradesh,Kanpur,3614,677,508,45,203,5047
2023,October,10,Uttar Pradesh,Agra,3112,583,437,38,175,4345
2023,October,10,Uttar Pradesh,Varanasi,2854,535,401,35,160,3985
2023,October,10,Uttar Pradesh,Prayagraj,3296,618,463,41,185,4603
2023,October,10,Kerala,Thiruvananthapuram,2035,381,286,25,114,2841
2023,October,10,Kerala,Kochi,1760,330,247,22,99,2458
2023,October,10,Kerala,Kozhikode,2297,430,323,28,129,3207
2023,October,10,Kerala,Thrissur,2258,423,317,28,127,3153
2023,October,10,Kerala,Kollam,1664,312,234,20,93,2323
2023,October,10,Rajasthan,Jaipur,1565,293,220,19,88,2185
2023,October,10,Rajasthan,Jodhpur,1750,328,246,21,98,2443
2023,October,10,Rajasthan,Udaipur,2009,376,282,25,113,2805
2023,October,10,Rajasthan,Kota,1783,334,250,22,100,2489
2023,October,10,Rajasthan,Ajmer,1696,318,238,21,95,2368
2023,October,10,West Bengal,Kolkata,2109,395,296,26,118,2944
2023,October,10,West Bengal,Howrah,1618,303,227,20,91,2259
2023,October,10,West Bengal,Siliguri,2219,416,312,27,124,3098
2023,October,10,West Bengal,Durgapur,1841,345,259,23,103,2571
2023,October,10,West Bengal,Asansol,1882,352,264,23,105,2626
2023,October,10,Andhra Pradesh,Visakhapatnam,1893,355,266,23,106,2643
2023,October,10,Andhra Pradesh,Vijayawada,1624,304,228,20,91,2267
2023,October,10,Andhra Pradesh,Guntur,1843,345,259,23,103,2573
2023,October,10,Andhra Pradesh,Tirupati,2039,382,286,25,114,2846
2023,October,10,Andhra Pradesh,Kurnool,2206,413,310,27,124,3080
2023,October,10,Madhya Pradesh,Bhopal,2002,375,281,25,112,2795
2023,October,10,Madhya Pradesh,Indore,1547,290,217,19,87,2160
2023,October,10,Madhya Pradesh,Jabalpur,2269,425,319,28,127,3168
2023,October,10,Madhya Pradesh,Gwalior,1595,299,224,19,89,2226
2023,October,10,Madhya Pradesh,Ujjain,2056,385,289,25,115,2870
2023,October,10,Punjab,Ludhiana,1948,365,273,24,109,2719
2023,October,10,Punjab,Amritsar,2138,400,300,26,120,2984
2023,October,10,Punjab,Jalandhar,2281,427,320,28,128,3184
2023,October,10,Punjab,Patiala,2297,430,323,28,129,3207
2023,October,10,Punjab,Bathinda,1797,337,252,22,101,2509
2023,October,10,Bihar,Patna,2260,423,317,28,127,3155
2023,October,10,Bihar,Gaya,1995,374,280,24,112,2785
2023,October,10,Bihar,Muzaffarpur,1872,351,263,23,105,2614
2023,October,10,Bihar,Bhagalpur,2210,414,310,27,124,3085
2023,October,10,Bihar,Purnia,2159,404,303,26,121,3013
2023,October,10,Odisha,Bhubaneswar,1865,349,262,23,104,2603
2023,October,10,Odisha,Cuttack,1715,321,241,21,96,2394
2023,October,10,Odisha,Rourkela,2098,393,295,26,118,2930
2023,October,10,Odisha,Sambalpur,2168,406,304,27,121,3026
2023,October,10,Odisha,Berhampur,1888,354,265,23,106,2636
2023,October,10,Assam,Guwahati,1931,362,271,24,108,2696
2023,October,10,Assam,Silchar,2079,389,292,25,116,2901
2023,October,10,Assam,Dibrugarh,1840,345,258,23,103,2569
2023,October,10,Assam,Jorhat,1802,338,253,22,101,2516
2023,October,10,Assam,Nagaon,1677,314,235,20,94,2340
2023,November,11,Maharashtra,Mumbai,2927,548,411,36,164,4086
2023,November,11,Maharashtra,Pune,2751,515,386,34,154,3840
2023,November,11,Maharashtra,Nagpur,3470,650,488,43,195,4846
2023,November,11,Maharashtra,Nashik,3865,724,543,48,217,5397
2023,November,11,Maharashtra,Aurangabad,3468,650,487,43,195,4843
2023,November,11,Karnataka,Bengaluru,2967,556,417,37,166,4143
2023,November,11,Karnataka,Mysuru,2778,520,390,34,156,3878
2023,November,11,Karnataka,Hubballi,2809,526,395,35,158,3923
2023,November,11,Karnataka,Mangaluru,3227,605,453,40,181,4506
2023,November,11,Karnataka,Belagavi,4065,762,571,50,228,5676
2023,November,11,Tamil Nadu,Chennai,3548,665,498,44,199,4954
2023,November,11,Tamil Nadu,Coimbatore,2834,531,398,35,159,3957
2023,November,11,Tamil Nadu,Madurai,3481,652,489,43,195,4860
2023,November,11,Tamil Nadu,Salem,3493,655,491,43,196,4878
2023,November,11,Tamil Nadu,Tiruchirappalli,2979,558,418,37,167,4159
2023,November,11,Telangana,Hyderabad,1813,339,254,22,101,2529
2023,November,11,Telangana,Warangal,2138,400,300,26,120,2984
2023,November,11,Telangana,Karimnagar,1910,358,268,23,107,2666
2023,November,11,Telangana,Nizamabad,1787,335,251,22,100,2495
2023,November,11,Telangana,Khammam,1594,299,224,19,89,2225
2023,November,11,Gujarat,Ahmedabad,2005,376,282,25,112,2800
2023,November,11,Gujarat,Surat,1961,367,275,24,110,2737
2023,November,11,Gujarat,Vadodara,2248,421,316,28,126,3139
2023,November,11,Gujarat,Rajkot,1953,366,274,24,109,2726
2023,November,11,Gujarat,Bhavnagar,1549,290,217,19,87,2162
2023,November,11,Uttar Pradesh,Lucknow,3953,741,556,49,222,5521
2023,November,11,Uttar Pradesh,Kanpur,3348,627,470,41,188,4674
2023,November,11,Uttar Pradesh,Agra,3982,746,560,49,224,5561
2023,November,11,Uttar Pradesh,Varanasi,4000,750,562,50,225,5587
2023,November,11,Uttar Pradesh,Prayagraj,3438,644,483,42,193,4800
2023,November,11,Kerala,Thiruvananthapuram,1836,344,258,22,103,2563
2023,November,11,Kerala,Kochi,2236,419,314,27,125,3121
2023,November,11,Kerala,Kozhikode,1715,321,241,21,96,2394
2023,November,11,Kerala,Thrissur,2259,423,317,28,127,3154
2023,November,11,Kerala,Kollam,1768,331,248,22,99,2468
2023,November,11,Rajasthan,Jaipur,2073,388,291,25,116,2893
2023,November,11,Rajasthan,Jodhpur,2092,392,294,26,117,2921
2023,November,11,Rajasthan,Udaipur,1871,350,263,23,105,2612
2023,November,11,Rajasthan,Kota,1725,323,242,21,97,2408
2023,November,11,Rajasthan,Ajmer,2062,386,290,25,116,2879
2023,November,11,West Bengal,Kolkata,2216,415,311,27,124,3093
2023,November,11,West Bengal,Howrah,1681,315,236,21,94,2347
2023,November,11,West Bengal,Siliguri,2146,402,301,26,120,2995
2023,November,11,West Bengal,Durgapur,1729,324,243,21,97,2414
2023,November,11,West Bengal,Asansol,1964,368,276,24,110,2742
2023,November,11,Andhra Pradesh,Visakhapatnam,1580,296,222,19,88,2205
2023,November,11,Andhra Pradesh,Vijayawada,2063,386,290,25,116,2880
2023,November,11,Andhra Pradesh,Guntur,1997,374,280,24,112,2787
2023,November,11,Andhra Pradesh,Tirupati,2002,375,281,25,112,2795
2023,November,11,Andhra Pradesh,Kurnool,2152,403,302,26,121,3004
2023,November,11,Madhya Pradesh,Bhopal,1985,372,279,24,111,2771
2023,November,11,Madhya Pradesh,Indore,1950,365,274,24,109,2722
2023,November,11,Madhya Pradesh,Jabalpur,1680,315,236,21,94,2346
2023,November,11,Madhya Pradesh,Gwalior,2247,421,316,28,126,3138
2023,November,11,Madhya Pradesh,Ujjain,2171,407,305,27,122,3032
2023,November,11,Punjab,Ludhiana,1902,356,267,23,107,2655
2023,November,11,Punjab,Amritsar,2234,418,314,27,125,3118
2023,November,11,Punjab,Jalandhar,1878,352,264,23,105,2622
2023,November,11,Punjab,Patiala,1537,288,216,19,86,2146
2023,November,11,Punjab,Bathinda,1726,323,242,21,97,2409
2023,November,11,Bihar,Patna,1861,349,261,23,104,2598
2023,November,11,Bihar,Gaya,2278,427,320,28,128,3181
2023,November,11,Bihar,Muzaffarpur,1770,331,248,22,99,2470
2023,November,11,Bihar,Bhagalpur,1757,329,247,21,98,2452
2023,November,11,Bihar,Purnia,2000,375,281,25,112,2793
2023,November,11,Odisha,Bhubaneswar,2129,399,299,26,119,2972
2023,November,11,Odisha,Cuttack,1795,336,252,22,100,2505
2023,November,11,Odisha,Rourkela,1964,368,276,24,110,2742
2023,November,11,Odisha,Sambalpur,2068,387,290,25,116,2886
2023,November,11,Odisha,Berhampur,1809,339,254,22,101,2525
2023,November,11,Assam,Guwahati,2200,412,309,27,123,3071
2023,November,11,Assam,Silchar,1571,294,221,19,88,2193
2023,November,11,Assam,Dibrugarh,1865,349,262,23,104,2603
2023,November,11,Assam,Jorhat,2090,391,293,26,117,2917
2023,November,11,Assam,Nagaon,2230,418,313,27,125,3113
2023,December,12,Maharashtra,Mumbai,3128,586,439,39,175,4367
2023,December,12,Maharashtra,Pune,3653,684,513,45,205,5100
2023,December,12,Maharashtra,Nagpur,3024,567,425,37,170,4223
2023,December,12,Maharashtra,Nashik,3100,581,435,38,174,4328
2023,December,12,Maharashtra,Aurangabad,3802,712,534,47,213,5308
2023,December,12,Karnataka,Bengaluru,3171,594,446,39,178,4428
2023,December,12,Karnataka,Mysuru,3115,584,438,38,175,4350
2023,December,12,Karnataka,Hubballi,2812,527,395,35,158,3927
2023,December,12,Karnataka,Mangaluru,3187,597,448,39,179,4450
2023,December,12,Karnataka,Belagavi,3324,623,467,41,187,4642
2023,December,12,Tamil Nadu,Chennai,3811,714,535,47,214,5321
2023,December,12,Tamil Nadu,Coimbatore,3546,664,498,44,199,4951
2023,December,12,Tamil Nadu,Madurai,2859,536,402,35,160,3992
2023,December,12,Tamil Nadu,Salem,3324,623,467,41,186,4641
2023,December,12,Tamil Nadu,Tiruchirappalli,3894,730,547,48,219,5438
2023,December,12,Telangana,Hyderabad,2062,386,290,25,116,2879
2023,December,12,Telangana,Warangal,1619,303,227,20,91,2260
2023,December,12,Telangana,Karimnagar,1985,372,279,24,111,2771
2023,December,12,Telangana,Nizamabad,2049,384,288,25,115,2861
2023,December,12,Telangana,Khammam,1960,367,275,24,110,2736
2023,December,12,Gujarat,Ahmedabad,1601,300,225,20,90,2236
2023,December,12,Gujarat,Surat,2146,402,301,26,120,2995
2023,December,12,Gujarat,Vadodara,1692,317,238,21,95,2363
2023,December,12,Gujarat,Rajkot,2056,385,289,25,115,2870
2023,December,12,Gujarat,Bhavnagar,1916,359,269,23,107,2674
2023,December,12,Uttar Pradesh,Lucknow,3515,659,494,43,197,4908
2023,December,12,Uttar Pradesh,Kanpur,3091,579,434,38,173,4315
2023,December,12,Uttar Pradesh,Agra,3942,739,554,49,221,5505
2023,December,12,Uttar Pradesh,Varanasi,3919,734,551,48,220,5472
2023,December,12,Uttar Pradesh,Prayagraj,3560,667,500,44,200,4971
2023,December,12,Kerala,Thiruvananthapuram,1816,340,255,22,102,2535
2023,December,12,Kerala,Kochi,2177,408,306,27,122,3040
2023,December,12,Kerala,Kozhikode,1710,320,240,21,96,2387
2023,December,12,Kerala,Thrissur,1873,351,263,23,105,2615
2023,December,12,Kerala,Kollam,1553,291,218,19,87,2168
2023,December,12,Rajasthan,Jaipur,2224,417,312,27,125,3105
2023,December,12,Rajasthan,Jodhpur,1612,302,226,20,90,2250
2023,December,12,Rajasthan,Udaipur,1773,332,249,22,99,2475
2023,December,12,Rajasthan,Kota,2253,422,316,28,126,3145
2023,December,12,Rajasthan,Ajmer,1653,309,232,20,92,2306
2023,December,12,West Bengal,Kolkata,2248,421,316,28,126,3139
2023,December,12,West Bengal,Howrah,2102,394,295,26,118,2935
2023,December,12,West Bengal,Siliguri,2205,413,310,27,124,3079
2023,December,12,West Bengal,Durgapur,1740,326,244,21,97,2428
2023,December,12,West Bengal,Asansol,1927,361,270,24,108,2690
2023,December,12,Andhra Pradesh,Visakhapatnam,2202,413,309,27,123,3074
2023,December,12,Andhra Pradesh,Vijayawada,2213,415,311,27,124,3090
2023,December,12,Andhra Pradesh,Guntur,2147,402,301,26,120,2996
2023,December,12,Andhra Pradesh,Tirupati,2133,400,300,26,120,2979
2023,December,12,Andhra Pradesh,Kurnool,1987,372,279,24,111,2773
2023,December,12,Madhya Pradesh,Bhopal,1901,356,267,23,106,2653
2023,December,12,Madhya Pradesh,Indore,1964,368,276,24,110,2742
2023,December,12,Madhya Pradesh,Jabalpur,2013,377,283,25,113,2811
2023,December,12,Madhya Pradesh,Gwalior,1910,358,268,23,107,2666
2023,December,12,Madhya Pradesh,Ujjain,1694,317,238,21,95,2365
2023,December,12,Punjab,Ludhiana,2189,410,307,27,123,3056
2023,December,12,Punjab,Amritsar,2292,429,322,28,128,3199
2023,December,12,Punjab,Jalandhar,2229,417,313,27,125,3111
2023,December,12,Punjab,Patiala,1936,363,272,24,108,2703
2023,December,12,Punjab,Bathinda,1830,343,257,22,102,2554
2023,December,12,Bihar,Patna,2300,431,323,28,129,3211
2023,December,12,Bihar,Gaya,1818,340,255,22,102,2537
2023,December,12,Bihar,Muzaffarpur,2173,407,305,27,122,3034
2023,December,12,Bihar,Bhagalpur,2007,376,282,25,112,2802
2023,December,12,Bihar,Purnia,2059,386,289,25,115,2874
2023,December,12,Odisha,Bhubaneswar,2100,393,295,26,118,2932
2023,December,12,Odisha,Cuttack,2020,378,284,25,113,2820
2023,December,12,Odisha,Rourkela,2008,376,282,25,112,2803
2023,December,12,Odisha,Sambalpur,1588,297,223,19,89,2216
2023,December,12,Odisha,Berhampur,1631,305,229,20,91,2276
2023,December,12,Assam,Guwahati,2255,422,317,28,126,3148
2023,December,12,Assam,Silchar,1688,316,237,21,94,2356
2023,December,12,Assam,Dibrugarh,1668,312,234,20,93,2327
2023,December,12,Assam,Jorhat,2180,408,306,27,122,3043
2023,December,12,Assam,Nagaon,1798,337,252,22,101,2510
2024,January,1,Maharashtra,Mumbai,3840,720,540,48,216,5364
2024,January,1,Maharashtra,Pune,2800,525,393,35,157,3910
2024,January,1,Maharashtra,Nagpur,2848,534,400,35,160,3977
2024,January,1,Maharashtra,Nashik,3793,711,533,47,213,5297
2024,January,1,Maharashtra,Aurangabad,2967,556,417,37,166,4143
2024,January,1,Karnataka,Bengaluru,3404,638,478,42,191,4753
2024,January,1,Karnataka,Mysuru,3365,631,473,42,189,4700
2024,January,1,Karnataka,Hubballi,3108,582,437,38,174,4339
2024,January,1,Karnataka,Mangaluru,2669,500,375,33,150,3727
2024,January,1,Karnataka,Belagavi,3064,574,430,38,172,4278
2024,January,1,Tamil Nadu,Chennai,2731,512,384,34,153,3814
2024,January,1,Tamil Nadu,Coimbatore,3429,643,482,42,192,4788
2024,January,1,Tamil Nadu,Madurai,3871,725,544,48,217,5405
2024,January,1,Tamil Nadu,Salem,3539,663,497,44,199,4942
2024,January,1,Tamil Nadu,Tiruchirappalli,2824,529,397,35,158,3943
2024,January,1,Telangana,Hyderabad,1766,331,248,22,99,2466
2024,January,1,Telangana,Warangal,1912,358,268,23,107,2668
2024,January,1,Telangana,Karimnagar,1747,327,245,21,98,2438
2024,January,1,Telangana,Nizamabad,2086,391,293,26,117,2913
2024,January,1,Telangana,Khammam,1640,307,230,20,92,2289
2024,January,1,Gujarat,Ahmedabad,1923,360,270,24,108,2685
2024,January,1,Gujarat,Surat,1744,327,245,21,98,2435
2024,January,1,Gujarat,Vadodara,2085,391,293,26,117,2912
2024,January,1,Gujarat,Rajkot,1966,368,276,24,110,2744
2024,January,1,Gujarat,Bhavnagar,2238,419,314,27,125,3123
2024,January,1,Uttar Pradesh,Lucknow,3387,635,476,42,190,4730
2024,January,1,Uttar Pradesh,Kanpur,3642,682,512,45,204,5085
2024,January,1,Uttar Pradesh,Agra,3031,568,426,37,170,4232
2024,January,1,Uttar Pradesh,Varanasi,2738,513,385,34,154,3824
2024,January,1,Uttar Pradesh,Prayagraj,2762,518,388,34,155,3857
2024,January,1,Kerala,Thiruvananthapuram,2229,418,313,27,125,3112
2024,January,1,Kerala,Kochi,1968,369,276,24,110,2747
2024,January,1,Kerala,Kozhikode,1655,310,232,20,93,2310
2024,January,1,Kerala,Thrissur,2169,406,305,27,122,3029
2024,January,1,Kerala,Kollam,1905,357,267,23,107,2659
2024,January,1,Rajasthan,Jaipur,1636,306,230,20,92,2284
2024,January,1,Rajasthan,Jodhpur,1813,340,255,22,102,2532
2024,January,1,Rajasthan,Udaipur,2081,390,292,26,117,2906
2024,January,1,Rajasthan,Kota,1515,284,213,18,85,2115
2024,January,1,Rajasthan,Ajmer,1733,324,243,21,97,2418
2024,January,1,West Bengal,Kolkata,2085,391,293,26,117,2912
2024,January,1,West Bengal,Howrah,1672,313,235,20,94,2334
2024,January,1,West Bengal,Siliguri,1678,314,236,20,94,2342
2024,January,1,West Bengal,Durgapur,1575,295,221,19,88,2198
2024,January,1,West Bengal,Asansol,1990,373,279,24,111,2777
2024,January,1,Andhra Pradesh,Visakhapatnam,1984,372,279,24,111,2770
2024,January,1,Andhra Pradesh,Vijayawada,1574,295,221,19,88,2197
2024,January,1,Andhra Pradesh,Guntur,1871,350,263,23,105,2612
2024,January,1,Andhra Pradesh,Tirupati,1578,295,221,19,88,2201
2024,January,1,Andhra Pradesh,Kurnool,1894,355,266,23,106,2644
2024,January,1,Madhya Pradesh,Bhopal,1791,335,251,22,100,2499
2024,January,1,Madhya Pradesh,Indore,1793,336,252,22,100,2503
2024,January,1,Madhya Pradesh,Jabalpur,1545,289,217,19,86,2156
2024,January,1,Madhya Pradesh,Gwalior,1886,353,265,23,106,2633
2024,January,1,Madhya Pradesh,Ujjain,2101,394,295,26,118,2934
2024,January,1,Punjab,Ludhiana,1740,326,244,21,97,2428
2024,January,1,Punjab,Amritsar,1658,310,233,20,93,2314
2024,January,1,Punjab,Jalandhar,1563,293,219,19,87,2181
2024,January,1,Punjab,Patiala,2235,419,314,27,125,3120
2024,January,1,Punjab,Bathinda,1515,284,213,18,85,2115
2024,January,1,Bihar,Patna,2239,419,314,27,125,3124
2024,January,1,Bihar,Gaya,1508,282,212,18,84,2104
2024,January,1,Bihar,Muzaffarpur,1688,316,237,21,94,2356
2024,January,1,Bihar,Bhagalpur,2231,418,313,27,125,3114
2024,January,1,Bihar,Purnia,1756,329,247,21,98,2451
2024,January,1,Odisha,Bhubaneswar,1623,304,228,20,91,2266
2024,January,1,Odisha,Cuttack,1573,295,221,19,88,2196
2024,January,1,Odisha,Rourkela,1792,336,252,22,100,2502
2024,January,1,Odisha,Sambalpur,1939,363,272,24,109,2707
2024,January,1,Odisha,Berhampur,2026,379,284,25,113,2827
2024,January,1,Assam,Guwahati,2155,404,303,26,121,3009
2024,January,1,Assam,Silchar,2120,397,298,26,119,2960
2024,January,1,Assam,Dibrugarh,1642,307,230,20,92,2291
2024,January,1,Assam,Jorhat,2148,402,302,26,120,2998
2024,January,1,Assam,Nagaon,1671,313,235,20,94,2333
2024,February,2,Maharashtra,Mumbai,3947,740,555,49,222,5513
2024,February,2,Maharashtra,Pune,3229,605,454,40,181,4509
2024,February,2,Maharashtra,Nagpur,3478,652,489,43,195,4857
2024,February,2,Maharashtra,Nashik,3141,588,441,39,176,4385
2024,February,2,Maharashtra,Aurangabad,3542,664,498,44,199,4947
2024,February,2,Karnataka,Bengaluru,3296,618,463,41,185,4603
2024,February,2,Karnataka,Mysuru,3136,588,441,39,176,4380
2024,February,2,Karnataka,Hubballi,3062,574,430,38,172,4276
2024,February,2,Karnataka,Mangaluru,3173,595,446,39,178,4431
2024,February,2,Karnataka,Belagavi,3878,727,545,48,218,5416
2024,February,2,Tamil Nadu,Chennai,3747,702,527,46,210,5232
2024,February,2,Tamil Nadu,Coimbatore,3320,622,466,41,186,4635
2024,February,2,Tamil Nadu,Madurai,3022,566,425,37,170,4220
2024,February,2,Tamil Nadu,Salem,3756,704,528,46,211,5245
2024,February,2,Tamil Nadu,Tiruchirappalli,3920,735,551,49,220,5475
2024,February,2,Telangana,Hyderabad,1974,370,277,24,111,2756
2024,February,2,Telangana,Warangal,2188,410,307,27,123,3055
2024,February,2,Telangana,Karimnagar,1905,357,267,23,107,2659
2024,February,2,Telangana,Nizamabad,2117,397,297,26,119,2956
2024,February,2,Telangana,Khammam,1977,370,278,24,111,2760
2024,February,2,Gujarat,Ahmedabad,2228,417,313,27,125,3110
2024,February,2,Gujarat,Surat,1955,366,275,24,110,2730
2024,February,2,Gujarat,Vadodara,2040,382,286,25,114,2847
2024,February,2,Gujarat,Rajkot,1813,340,255,22,102,2532
2024,February,2,Gujarat,Bhavnagar,2058,385,289,25,115,2872
2024,February,2,Uttar Pradesh,Lucknow,3411,639,479,42,191,4762
2024,February,2,Uttar Pradesh,Kanpur,2897,543,407,36,162,4045
2024,February,2,Uttar Pradesh,Agra,3156,591,443,39,177,4406
2024,February,2,Uttar Pradesh,Varanasi,3396,636,477,42,191,4742
2024,February,2,Uttar Pradesh,Prayagraj,2761,517,388,34,155,3855
2024,February,2,Kerala,Thiruvananthapuram,2100,393,295,26,118,2932
2024,February,2,Kerala,Kochi,1772,332,249,22,99,2474
2024,February,2,Kerala,Kozhikode,1861,349,261,23,104,2598
2024,February,2,Kerala,Thrissur,1709,320,240,21,96,2386
2024,February,2,Kerala,Kollam,2133,399,299,26,119,2976
2024,February,2,Rajasthan,Jaipur,1606,301,225,20,90,2242
2024,February,2,Rajasthan,Jodhpur,1655,310,232,20,93,2310
2024,February,2,Rajasthan,Udaipur,1800,337,253,22,101,2513
2024,February,2,Rajasthan,Kota,1780,333,250,22,100,2485
2024,February,2,Rajasthan,Ajmer,2240,420,315,28,126,3129
2024,February,2,West Bengal,Kolkata,1564,293,220,19,88,2184
2024,February,2,West Bengal,Howrah,1676,314,235,20,94,2339
2024,February,2,West Bengal,Siliguri,1545,289,217,19,86,2156
2024,February,2,West Bengal,Durgapur,1857,348,261,23,104,2593
2024,February,2,West Bengal,Asansol,1587,297,223,19,89,2215
2024,February,2,Andhra Pradesh,Visakhapatnam,1717,321,241,21,96,2396
2024,February,2,Andhra Pradesh,Vijayawada,1564,293,220,19,88,2184
2024,February,2,Andhra Pradesh,Guntur,1508,282,212,18,84,2104
2024,February,2,Andhra Pradesh,Tirupati,1798,337,252,22,101,2510
2024,February,2,Andhra Pradesh,Kurnool,2257,423,317,28,126,3151
2024,February,2,Madhya Pradesh,Bhopal,2253,422,316,28,126,3145
2024,February,2,Madhya Pradesh,Indore,1902,356,267,23,107,2655
2024,February,2,Madhya Pradesh,Jabalpur,2244,420,315,28,126,3133
2024,February,2,Madhya Pradesh,Gwalior,1917,359,269,23,107,2675
2024,February,2,Madhya Pradesh,Ujjain,1600,300,225,20,90,2235
2024,February,2,Punjab,Ludhiana,1865,349,262,23,104,2603
2024,February,2,Punjab,Amritsar,1809,339,254,22,101,2525
2024,February,2,Punjab,Jalandhar,1593,298,224,19,89,2223
2024,February,2,Punjab,Patiala,1999,374,281,24,112,2790
2024,February,2,Punjab,Bathinda,1749,328,246,21,98,2442
2024,February,2,Bihar,Patna,1683,315,236,21,94,2349
2024,February,2,Bihar,Gaya,2106,394,296,26,118,2940
2024,February,2,Bihar,Muzaffarpur,1744,327,245,21,98,2435
2024,February,2,Bihar,Bhagalpur,1836,344,258,22,103,2563
2024,February,2,Bihar,Purnia,1637,307,230,20,92,2286
2024,February,2,Odisha,Bhubaneswar,1762,330,247,22,99,2460
2024,February,2,Odisha,Cuttack,1553,291,218,19,87,2168
2024,February,2,Odisha,Rourkela,2159,404,303,26,121,3013
2024,February,2,Odisha,Sambalpur,1730,324,243,21,97,2415
2024,February,2,Odisha,Berhampur,2220,416,312,27,124,3099
